,director,first_actor,genres,rating,runtime,second_actor,title
1416,Quentin Tarantino,Kurt Russell,"[Action, Thriller]",7.1,113.0,Zoë Bell,Death Proof
1417,Tom Shadyac,Jim Carrey,"[Comedy, Drama, Fantasy]",6.8,86.0,Maura Tierney,Liar Liar
1418,Larry Charles,Sacha Baron Cohen,[Comedy],6.4,83.0,Anna Faris,The Dictator
1419,John Lee Hancock,Quinton Aaron,"[Biography, Drama, Sport]",7.7,129.0,Sandra Bullock,The Blind Side
1420,Anne Fletcher,Sandra Bullock,"[Comedy, Drama, Romance]",6.7,108.0,Ryan Reynolds,The Proposal
1421,Joel Schumacher,Colin Farrell,"[Mystery, Thriller]",7.1,81.0,Kiefer Sutherland,Phone Booth
1422,Joe Carnahan,Liam Neeson,"[Adventure, Drama, Thriller]",6.8,117.0,Dermot Mulroney,The Grey
1423,Peter Berg,Alexander Skarsgård,"[Action, Adventure, Sci-Fi, Thriller]",5.9,131.0,Brooklyn Decker,Battleship
1424,George Nolfi,Matt Damon,"[Fantasy, Romance, Sci-Fi, Thriller]",7.1,106.0,Emily Blunt,The Adjustment Bureau
1425,Tom Shadyac,Jim Carrey,[Comedy],6.9,86.0,Courteney Cox,Ace Ventura: Pet Detective
1426,David Twohy,Radha Mitchell,"[Action, Horror, Sci-Fi]",7.1,109.0,Cole Hauser,Pitch Black
1427,Paul W.S. Anderson,Milla Jovovich,"[Action, Horror, Sci-Fi]",6.7,100.0,Michelle Rodriguez,Resident Evil
1428,Len Wiseman,Colin Farrell,"[Action, Adventure, Mystery, Sci-Fi, Thriller]",6.3,118.0,Bokeem Woodbine,Total Recall
1429,Richard Linklater,Jack Black,"[Comedy, Music]",7.1,108.0,Mike White,School of Rock
1430,Garry Marshall,Richard Gere,"[Comedy, Romance]",6.9,119.0,Julia Roberts,Pretty Woman
1431,Zack Snyder,Emily Browning,"[Action, Adventure, Fantasy]",6.1,110.0,Vanessa Hudgens,Sucker Punch
1432,Josh Trank,Dane DeHaan,"[Drama, Sci-Fi, Thriller]",7.1,84.0,Alex Russell,Chronicle
1433,J.B. Rogers,Jason Biggs,"[Comedy, Romance]",6.4,108.0,Seann William Scott,American Pie 2
1434,Martin Campbell,Pierce Brosnan,"[Action, Adventure, Thriller]",7.2,130.0,Sean Bean,GoldenEye
1435,Marc Forster,Will Ferrell,"[Comedy, Drama, Fantasy, Romance]",7.7,113.0,Emma Thompson,Stranger Than Fiction
1436,David Cronenberg,Naomi Watts,"[Crime, Mystery, Thriller]",7.7,100.0,Viggo Mortensen,Eastern Promises
1437,Todd Phillips,Luke Wilson,[Comedy],7.2,91.0,Vince Vaughn,Old School
1438,Robert Luketic,Jim Sturgess,"[Biography, Crime, Drama, Thriller]",6.8,123.0,Kate Bosworth,21
1439,Ron Howard,Tom Hanks,"[Mystery, Thriller]",6.7,138.0,Ewan McGregor,Angels &#x26; Demons
1440,D.J. Caruso,Shia LaBeouf,"[Drama, Mystery, Thriller]",6.9,105.0,David Morse,Disturbia
1441,Pete Travis,Karl Urban,"[Action, Sci-Fi]",7.0,95.0,Olivia Thirlby,Dredd
1442,George Clooney,Paul Giamatti,[Drama],7.2,101.0,George Clooney,The Ides of March
1443,Ted Demme,Johnny Depp,"[Biography, Crime, Drama]",7.6,124.0,Penélope Cruz,Blow
1444,Chris Miller,Raman Hui,"[Animation, Adventure, Comedy, Family, Fantasy]",6.0,93.0,Mike Myers,Shrek the Third
1445,Hayao Miyazaki,Yôji Matsuda,"[Animation, Adventure, Fantasy]",8.4,134.0,Yuriko Ishida,Princess Mononoke
1446,Olivier Megaton,Liam Neeson,"[Action, Crime, Thriller]",6.3,92.0,Famke Janssen,Taken 2
1447,Darren Aronofsky,Hugh Jackman,"[Drama, Romance, Sci-Fi]",7.4,96.0,Rachel Weisz,The Fountain
1448,M. Night Shyamalan,Sigourney Weaver,"[Drama, Mystery, Thriller]",6.5,108.0,William Hurt,The Village
1449,James Mangold,Joaquin Phoenix,"[Biography, Drama, Music, Romance]",7.9,136.0,Reese Witherspoon,Walk the Line
1450,Martin Brest,Al Pacino,[Drama],8.0,156.0,Chris O'Donnell,Scent of a Woman
1451,Zack Snyder,Sarah Polley,"[Action, Horror, Sci-Fi, Thriller]",7.4,101.0,Ving Rhames,Dawn of the Dead
1452,Guy Ritchie,Gerard Butler,"[Action, Crime, Thriller]",7.3,114.0,Tom Wilkinson,RocknRolla
1453,Mark Neveldine,Brian Taylor,"[Action, Crime, Thriller]",7.0,88.0,Jason Statham,Crank
1454,Roger Michell,Hugh Grant,"[Comedy, Drama, Romance]",7.0,124.0,Julia Roberts,Notting Hill
1455,Tony Scott,Will Smith,"[Action, Crime, Mystery, Thriller]",7.3,132.0,Gene Hackman,Enemy of the State
1456,Robert Zemeckis,Jodie Foster,"[Drama, Mystery, Sci-Fi, Thriller]",7.4,150.0,Matthew McConaughey,Contact
1457,David Fincher,Sigourney Weaver,"[Action, Sci-Fi, Thriller]",6.4,114.0,Charles S. Dutton,Alien 3
1458,David Cronenberg,Viggo Mortensen,"[Crime, Drama, Thriller]",7.5,96.0,Maria Bello,A History of Violence
1459,Alex Proyas,Nicolas Cage,"[Action, Drama, Mystery, Sci-Fi, Thriller]",6.2,121.0,Chandler Canterbury,Knowing
1460,D.J. Caruso,Alex Pettyfer,"[Action, Adventure, Sci-Fi, Thriller]",6.1,109.0,Timothy Olyphant,I Am Number Four
1461,Michael Ian Black,Jason Biggs,"[Comedy, Romance]",5.7,90.0,Isla Fisher,Wedding Daze
1462,Peter Care,Kieran Culkin,"[Comedy, Drama]",7.1,104.0,Jena Malone,The Dangerous Lives of Altar Boys
1463,Hector Babenco,Enrique Diaz,"[Drama, Crime]",7.6,145.0,Wagner Moura,Carandiru
1464,Steve Buscemi,Sienna Miller,[Drama],6.9,84.0,Steve Buscemi,Interview
1465,Tom DiCillo,Steve Buscemi,"[Comedy, Drama]",7.5,90.0,Catherine Keener,Living in Oblivion
1466,Bob Dolman,Susan Sarandon,"[Comedy, Drama]",5.6,98.0,Goldie Hawn,The Banger Sisters
1467,Mark Mylod,Robin Williams,"[Comedy, Crime, Drama]",6.5,100.0,Giovanni Ribisi,The Big White
1468,Stacy Title,Cameron Diaz,"[Comedy, Crime, Drama, Thriller]",6.8,92.0,Ron Eldard,The Last Supper
1469,Luca Guadagnino,Tilda Swinton,"[Drama, Romance]",7.0,120.0,Flavio Parenti,I Am Love
1470,Yilmaz Erdogan,Demet Akbag,"[Comedy, Drama]",7.3,106.0,Ebru Akel,Organize isler
1471,Carl Franklin,Denzel Washington,"[Action, Crime, Drama, Mystery, Thriller]",6.7,102.0,Tom Sizemore,Devil in a Blue Dress
1472,Michel Hazanavicius,Jean Dujardin,"[Action, Adventure, Comedy, Crime]",7.1,99.0,François Damiens,"OSS 117: Cairo, Nest of Spies"
1473,Jackie Chan,Jackie Chan,"[Action, Adventure, Comedy, Crime, Thriller]",7.2,106.0,Carol 'Do Do' Cheng,Operation Condor: Armour of God 2
1474,Alfonso Arau,Marco Leonardi,"[Drama, Romance]",7.2,105.0,Lumi Cavazos,Like Water for Chocolate
1475,Christopher Guest,Catherine O'Hara,[Comedy],6.3,86.0,Parker Posey,For Your Consideration
1476,Dwight H. Little,Jason James Richter,"[Adventure, Drama]",4.8,95.0,Michael Madsen,Free Willy 2: The Adventure Home
1477,Les Mayfield,Colin Farrell,"[Action, Western]",6.0,94.0,Scott Caan,American Outlaws
1478,Charles Stone III,Bernie Mac,"[Comedy, Drama, Romance, Sport]",5.5,104.0,Angela Bassett,Mr 3000
1479,Fernando González Molina,Mario Casas,"[Drama, Romance]",7.2,118.0,María Valverde,Tres metros sobre el cielo
1480,Cathy Malkasian,Jeff McGrath,"[Adventure, Animation, Family, Comedy, Fantasy]",5.0,85.0,Tim Curry,The Wild Thornberrys Movie
1481,Ken Scott,Patrick Huard,"[Comedy, Drama]",7.3,109.0,Julie LeBreton,Starbuck
1482,Joss Whedon,Alexis Denisof,"[Comedy, Drama, Romance]",7.3,109.0,Amy Acker,Much Ado About Nothing
1483,Michael Greenspan,Adrien Brody,"[Adventure, Drama, Mystery, Thriller]",5.2,91.0,Caroline Dhavernas,Wrecked
1484,Mamoru Hosoda,Ryûnosuke Kamiki,"[Animation, Adventure, Comedy, Drama, Family, Romance, Sci-Fi]",7.6,114.0,Nanami Sakuraba,Summer Wars
1485,Steve Rash,Pauly Shore,"[Comedy, Drama, Romance]",5.5,95.0,Carla Gugino,Son in Law
1486,Timothy Linh Bui,Jessica Biel,[Drama],6.4,106.0,Eddie Redmayne,Powder Blue
1487,Karan Malhotra,Hrithik Roshan,"[Action, Crime, Drama]",7.0,174.0,Priyanka Chopra,Agneepath
1488,Hans Horn,Susan May Pratt,"[Drama, Thriller]",5.0,95.0,Richard Speight Jr.,Adrift
1489,Kartal Tibet,Cüneyt Arkin,"[Action, Comedy, Sci-Fi]",1.9,110.0,Haldun Boysan,Turks in Space
1490,Woody Allen,Woody Allen,"[Comedy, Crime, Drama, Mystery, Thriller]",6.8,85.0,Mia Farrow,Shadows and Fog
1491,David S. Ward,John Goodman,"[Comedy, Romance]",5.1,97.0,Peter O'Toole,King Ralph
1492,Campbell Scott,Stanley Tucci,[Drama],7.4,107.0,Tony Shalhoub,Big Night
1493,Satoshi Kon,Miyoko Shôji,"[Animation, Drama, Romance]",7.9,87.0,Mami Koyama,Millennium Actress
1494,Shane Abbess,Andy Whitfield,"[Action, Fantasy, Horror, Thriller]",5.7,114.0,Dwaine Stevenson,Gabriel
1495,Brian Gilbert,Stephen Fry,"[Biography, Drama, History]",6.9,118.0,Jude Law,Wilde
1496,Rachid Bouchareb,Samy Naceri,"[Drama, War]",7.1,128.0,Roschdy Zem,Days of Glory
1497,Bahman Ghobadi,Soran Ebrahim,"[Drama, War]",8.0,98.0,Avaz Latif,Turtles Can Fly
1498,Michael Mayer,Colin Farrell,"[Drama, Romance]",6.8,97.0,Dallas Roberts,A Home at the End of the World
1499,John Swanbeck,Kevin Spacey,"[Drama, Comedy]",6.7,90.0,Danny DeVito,The Big Kahuna
1500,Jane Campion,Kate Winslet,"[Drama, Comedy]",5.9,115.0,Harvey Keitel,Holy Smoke
1501,Charles Martin Smith,Michael Jeter,"[Comedy, Drama, Family, Sport]",5.0,98.0,Kevin Zegers,Air Bud
1502,Don Michael Paul,Morris Chestnut,"[Action, Crime, Thriller]",4.5,98.0,Steven Seagal,Half Past Dead
1503,Mike Figgis,Richard Gere,"[Crime, Drama]",6.5,115.0,Andy Garcia,Internal Affairs
1504,Brad Silberling,Jake Gyllenhaal,"[Drama, Romance]",6.7,117.0,Dustin Hoffman,Moonlight Mile
1505,Yash Chopra,Sunny Deol,[Thriller],8.2,178.0,Juhi Chawla,Darr
1506,Chuck Russell,Kim Basinger,"[Crime, Drama, Horror, Thriller]",5.0,107.0,Jimmy Smits,Bless the Child
1507,Deepa Mehta,Lisa Ray,"[Drama, Romance]",7.8,117.0,John Abraham,Water
1508,Andrzej Wajda,Andrzej Chyra,"[Drama, History, War]",7.0,122.0,Maja Ostaszewska,Katyn
1509,Hugh Wilson,Shirley MacLaine,[Comedy],6.1,96.0,Nicolas Cage,Guarding Tess
1510,Jan Sverák,Zdenek Sverák,"[Comedy, Drama, Music]",7.8,105.0,Andrey Khalimon,Kolya
1511,Gregor Jordan,Heath Ledger,"[Action, Adventure, Biography, Crime, History, Romance, Western]",6.5,110.0,Orlando Bloom,Ned Kelly
1512,David Hogan,Pamela Anderson,"[Action, Sci-Fi]",3.1,98.0,Amir Aboulela,Barb Wire
1513,Goro Miyazaki,Timothy Dalton,"[Animation, Adventure, Fantasy]",6.5,115.0,Willem Dafoe,Tales from Earthsea
1514,Rob Cohen,Jason Scott Lee,"[Action, Biography, Drama]",7.0,120.0,Lauren Holly,Dragon: The Bruce Lee Story
1515,Renny Harlin,Geena Davis,"[Action, Adventure, Comedy, Family, Romance]",5.6,124.0,Matthew Modine,Cutthroat Island
1516,Tom Tykwer,Cate Blanchett,"[Crime, Drama, Romance, Thriller]",7.2,97.0,Giovanni Ribisi,Heaven
1517,Julian Gilbey,Alec Newman,"[Action, Adventure, Crime, Thriller]",6.3,99.0,Ed Speleers,A Lonely Place to Die
1518,Sean McNamara,Hilary Duff,"[Family, Music, Romance]",5.8,103.0,John Corbett,Raise Your Voice
1519,Robin Swicord,Kathy Baker,"[Comedy, Drama, Romance]",6.9,106.0,Hugh Dancy,The Jane Austen Book Club
1520,Dwight H. Little,Morris Chestnut,"[Adventure, Horror, Thriller]",4.5,97.0,KaDee Strickland,Anacondas: The Hunt for the Blood Orchid
1521,Rajkumar Hirani,Sunil Dutt,"[Comedy, Crime]",8.5,156.0,Sanjay Dutt,Munnabhai M.B.B.S.
1522,Allan Moyle,Christian Slater,"[Drama, Music]",7.1,102.0,Samantha Mathis,Pump Up the Volume
1523,Guy Ferland,Diego Luna,"[Romance, Drama]",6.0,86.0,Romola Garai,Dirty Dancing: Havana Nights
1524,Antti Jokinen,Hilary Swank,"[Mystery, Thriller]",5.2,91.0,Jeffrey Dean Morgan,The Resident
1525,Reema Kagti,Aamir Khan,"[Crime, Drama, Mystery, Thriller]",7.4,131.0,Kareena Kapoor,Talaash
1526,Levent Semerci,Mete Horozoglu,"[Action, Drama, Thriller, War]",8.1,128.0,Ilker Kizmaz,The Breath
1527,Richard J. Lewis,Paul Giamatti,"[Comedy, Drama]",7.3,134.0,Rosamund Pike,Barney&#x27;s Version
1528,Thomas Carter,Eddie Murphy,"[Action, Comedy, Crime, Drama, Thriller]",5.4,117.0,Michael Rapaport,Metro
1529,Gregory Dark,Glenn Jacobs,"[Horror, Thriller]",5.1,84.0,Christina Vidal,See No Evil
1530,Garry Marshall,Jane Fonda,"[Comedy, Drama, Romance]",5.9,113.0,Lindsay Lohan,Georgia Rule
1531,Francis Veber,Gérard Depardieu,"[Comedy, Crime]",7.1,85.0,Jean Reno,Shut Up!
1532,Sarah Polley,Michelle Williams,"[Comedy, Drama]",6.6,116.0,Seth Rogen,Take This Waltz
1533,Brian Levant,Ice Cube,"[Adventure, Comedy, Drama, Family, Romance]",4.5,95.0,Nia Long,Are We There Yet?
1534,Anthony Minghella,Jude Law,"[Drama, Romance]",6.6,120.0,Robin Wright,Breaking and Entering
1535,Jamie Blanks,Denise Richards,"[Horror, Thriller]",4.6,96.0,David Boreanaz,Valentine
1536,Greg Mclean,Michael Vartan,"[Action, Adventure, Horror, Sci-Fi, Thriller]",6.3,99.0,Radha Mitchell,Rogue
1537,Jane Campion,Abbie Cornish,"[Biography, Drama, Romance]",7.0,119.0,Ben Whishaw,Bright Star
1538,Mike Cahill,Michael Douglas,"[Comedy, Drama]",6.7,93.0,Evan Rachel Wood,King of California
1539,Farah Khan,Shah Rukh Khan,"[Action, Comedy, Drama, Musical, Romance, Thriller]",6.7,162.0,Deepika Padukone,Om Shanti Om
1540,Paul Michael Glaser,Shaquille O'Neal,"[Comedy, Family, Fantasy, Musical]",2.7,93.0,Francis Capra,Kazaam
1541,Nick Castle,Damon Wayans,[Comedy],6.0,95.0,Michael Ironside,Major Payne
1542,Aditya Chopra,Shah Rukh Khan,"[Comedy, Drama, Musical, Romance]",7.1,167.0,Vinay Pathak,Rab Ne Bana Di Jodi
1543,Rajkumar Santoshi,Aamir Khan,"[Comedy, Family, Romance, Thriller]",8.8,160.0,Salman Khan,Andaz Apna Apna
1544,David R. Ellis,Sara Paxton,"[Horror, Thriller]",4.0,90.0,Dustin Milligan,Shark Night 3D
1545,Gary Fleder,Shane Brolly,"[Sci-Fi, Thriller, Action, Drama]",6.2,95.0,Vincent D'Onofrio,Impostor
1546,Michael Polish,Billy Bob Thornton,"[Adventure, Drama, Sci-Fi]",6.3,104.0,Virginia Madsen,The Astronaut Farmer
1547,Frank Oz,Hal Scardino,"[Family, Adventure, Fantasy]",5.9,96.0,Litefoot,The Indian in the Cupboard
1548,Bruce Beresford,John Cusack,"[Action, Crime, Drama, Thriller]",5.7,96.0,Morgan Freeman,The Contract
1549,Tim Story,Ice Cube,"[Comedy, Drama]",6.3,102.0,Cedric the Entertainer,Barbershop
1550,Raja Gosnell,Dennis Quaid,"[Comedy, Family, Romance]",5.3,90.0,Rene Russo,"Yours, Mine &#x26; Ours"
1551,Nicole Kassell,Kate Hudson,"[Comedy, Drama, Fantasy, Romance]",6.3,106.0,Gael García Bernal,A Little Bit of Heaven
1552,Sanjay Leela Bhansali,Amitabh Bachchan,[Drama],8.2,122.0,Rani Mukerji,Black
1553,Bruno Barreto,Gwyneth Paltrow,"[Comedy, Romance]",5.1,87.0,Christina Applegate,View from the Top
1554,Michael Apted,Ioan Gruffudd,"[Biography, Drama, History, Romance]",7.5,118.0,Albert Finney,Amazing Grace
1555,Woody Allen,Woody Allen,"[Comedy, Romance]",6.6,112.0,Téa Leoni,Hollywood Ending
1556,Sanjay Leela Bhansali,Shah Rukh Khan,"[Musical, Romance]",7.6,185.0,Madhuri Dixit,Devdas
1557,Andy Fickman,Billy Crystal,"[Comedy, Family, Fantasy]",6.0,105.0,Bette Midler,Parental Guidance
1558,William Dear,Danny Glover,"[Comedy, Family, Fantasy, Sport]",6.0,102.0,Brenda Fricker,Angels in the Outfield
1559,Bob Saget,Norm MacDonald,[Comedy],6.4,82.0,Artie Lange,Dirty Work
1560,John Waters,Kathleen Turner,"[Comedy, Crime, Thriller]",6.6,95.0,Sam Waterston,Serial Mom
1561,Jay Russell,Joaquin Phoenix,"[Action, Drama, Thriller]",6.5,115.0,John Travolta,Ladder 49
1562,Rob Cohen,Sylvester Stallone,"[Action, Adventure, Thriller]",5.8,114.0,Amy Brenneman,Daylight
1563,Anton Corbijn,Sam Riley,"[Biography, Drama, Music]",7.8,122.0,Samantha Morton,Control
1564,Sam Raimi,Bill Paxton,"[Crime, Drama, Thriller]",7.5,121.0,Billy Bob Thornton,A Simple Plan
1565,Wes Anderson,Luke Wilson,"[Comedy, Crime, Drama]",7.1,91.0,Owen Wilson,Bottle Rocket
1566,Marc Forster,Gerard Butler,"[Action, Biography, Crime, Drama]",6.8,129.0,Michelle Monaghan,Machine Gun Preacher
1567,Tim Hill,Jason Lee,"[Animation, Comedy, Family, Fantasy, Music]",5.3,92.0,David Cross,Alvin and the Chipmunks
1568,Steven Brill,Owen Wilson,[Comedy],5.7,110.0,Josh Peck,Drillbit Taylor
1569,Tetsuya Nomura,Takeshi Nozue,"[Animation, Action, Sci-Fi, Thriller]",7.4,101.0,Takahiro Sakurai,Final Fantasy VII: Advent Children
1570,Michael Haneke,Christian Friedel,"[Drama, Mystery]",7.8,144.0,Ernst Jacobi,The White Ribbon
1571,Bernard Rose,Virginia Madsen,"[Drama, Horror, Mystery]",6.5,99.0,Xander Berkeley,Candyman
1572,Tom Hanks,Tom Hanks,"[Comedy, Drama, Music]",6.8,108.0,Liv Tyler,That Thing You Do!
1573,Craig Mazin,Drake Bell,"[Action, Comedy, Sci-Fi, Thriller]",4.5,75.0,Leslie Nielsen,Superhero Movie
1574,Christopher Smith,Melissa George,"[Mystery, Thriller]",6.9,99.0,Joshua McIvor,Triangle
1575,Stephen Hillenburg,Mark Osborne,"[Animation, Adventure, Comedy, Family]",6.9,87.0,Jeffrey Tambor,The SpongeBob SquarePants Movie
1576,Chan-wook Park,Yeong-ae Lee,"[Crime, Drama, Horror, Thriller]",7.7,112.0,Min-sik Choi,Lady Vengeance
1577,Brian Robbins,Eddie Murphy,"[Comedy, Romance]",3.9,102.0,Thandie Newton,Norbit
1578,Renny Harlin,Val Kilmer,"[Crime, Mystery, Thriller]",6.4,106.0,LL Cool J,Mindhunters
1579,John McTiernan,John Travolta,"[Action, Crime, Drama, Mystery, Thriller]",6.5,98.0,Samuel L. Jackson,Basic
1580,Frank Oz,Nicole Kidman,"[Comedy, Sci-Fi, Thriller]",5.2,93.0,Bette Midler,The Stepford Wives
1581,Robert Rodriguez,Carlos Gallardo,"[Action, Crime, Drama, Thriller]",7.0,81.0,Consuelo Gómez,El mariachi
1582,Thomas McCarthy,Paul Giamatti,"[Comedy, Drama, Sport]",7.2,106.0,Amy Ryan,Win Win
1583,Peter Jackson,Melanie Lynskey,"[Biography, Crime, Drama]",7.5,99.0,Kate Winslet,Heavenly Creatures
1584,Richard LaGravenese,Hilary Swank,"[Biography, Crime, Drama]",7.5,123.0,Imelda Staunton,Freedom Writers
1585,David Zucker,Trey Parker,"[Comedy, Sport]",6.6,103.0,Matt Stone,BASEketball
1586,John Carpenter,Kurt Russell,"[Action, Adventure, Sci-Fi, Thriller]",5.6,101.0,Steve Buscemi,Escape from L.A.
1587,Jon Avnet,Kathy Bates,"[Drama, Comedy]",7.6,130.0,Jessica Tandy,Fried Green Tomatoes at the Whistle Stop Cafe
1588,Timur Bekmambetov,Konstantin Khabenskiy,"[Action, Fantasy, Thriller]",6.5,114.0,Vladimir Menshov,Night Watch
1589,Chris Gorak,Emile Hirsch,"[Action, Drama, Sci-Fi, Thriller]",4.9,89.0,Olivia Thirlby,The Darkest Hour
1590,Martin Campbell,Scott Glenn,"[Action, Adventure, Drama, Thriller]",5.8,124.0,Chris O'Donnell,Vertical Limit
1591,Jake Schreier,Peter Sarsgaard,"[Comedy, Crime, Drama, Sci-Fi]",7.1,89.0,Frank Langella,Robot &#x26; Frank
1592,Adam Green,Shawn Ashmore,"[Drama, Thriller]",6.2,93.0,Emma Bell,Frozen
1593,Oliver Parker,Ben Barnes,"[Drama, Fantasy, Thriller]",6.3,112.0,Colin Firth,Dorian Gray
1594,Paul Verhoeven,Elizabeth Berkley,[Drama],4.5,128.0,Kyle MacLachlan,Showgirls
1595,Mark Palansky,Christina Ricci,"[Comedy, Fantasy, Romance]",6.9,104.0,James McAvoy,Penelope
1596,Frank Oz,Bill Murray,[Comedy],7.0,99.0,Richard Dreyfuss,What About Bob?
1597,André Øvredal,Otto Jespersen,"[Comedy, Fantasy, Horror]",7.0,103.0,Robert Stoltenberg,Troll Hunter
1598,Alejandro Amenábar,Rachel Weisz,"[Adventure, Drama, History, Romance]",7.2,127.0,Max Minghella,Agora
1599,Faruk Aksoy,Devrim Evin,"[Action, Adventure, Drama, History, War]",7.6,160.0,Ibrahim Celikkol,Conquest 1453
1600,John Moore,Liev Schreiber,"[Horror, Mystery, Thriller]",5.5,110.0,Julia Stiles,The Omen
1601,Takashi Miike,Kôji Yakusho,"[Action, Adventure, Drama]",7.6,141.0,Takayuki Yamada,13 Assassins
1602,Julie Anne Robinson,Miley Cyrus,"[Drama, Romance]",5.7,107.0,Liam Hemsworth,The Last Song
1603,Todd Haynes,Christian Bale,"[Biography, Drama, Music]",7.0,135.0,Cate Blanchett,I&#x27;m Not There.
1604,Hideo Nakata,Nanako Matsushima,"[Horror, Mystery]",7.3,96.0,Miki Nakatani,Ring
1605,Mathieu Kassovitz,Jean Reno,"[Crime, Mystery, Thriller]",6.9,106.0,Vincent Cassel,The Crimson Rivers
1606,Danny Cannon,Kuno Becker,"[Drama, Romance, Sport]",6.8,118.0,Alessandro Nivola,Goal!
1607,Rakeysh Omprakash Mehra,Aamir Khan,[Drama],8.5,157.0,Soha Ali Khan,Colour It Yellow
1608,Kevin Bray,Dwayne Johnson,"[Action, Crime]",6.2,86.0,Ashley Scott,Walking Tall
1609,John Fortenberry,Chris Kattan,[Comedy],6.2,82.0,Will Ferrell,A Night at the Roxbury
1610,Gary Fleder,Morgan Freeman,"[Crime, Drama, Mystery, Thriller]",6.5,115.0,Ashley Judd,Kiss the Girls
1611,Keith Gordon,Billy Crudup,"[Drama, Mystery, Romance, Thriller]",6.7,105.0,Bill Haugland,Waking the Dead
1612,Gisaburo Sugii,Kôjiro Shimizu,"[Animation, Action, Adventure, Fantasy, Sci-Fi]",7.3,102.0,Kenji Haga,Sutor&#xEE;to Fait&#xE2; II gekij&#xF4;-ban
1613,Udayan Prasad,William Hurt,"[Drama, Romance]",6.9,102.0,Maria Bello,The Yellow Handkerchief
1614,S. Shankar,Vijay Chandrasekar,"[Comedy, Drama, Romance]",7.7,188.0,Jiiva,Nanban
1615,Priyadarshan,Irrfan Khan,"[Comedy, Drama]",6.0,137.0,Shah Rukh Khan,Billu
1616,Bob Misiorowski,Jean-Claude Van Damme,"[Action, Thriller]",3.8,89.0,Tomas Arana,Derailed
1617,Claude Chabrol,Isabelle Huppert,"[Crime, Drama, Mystery, Thriller]",7.6,112.0,Sandrine Bonnaire,La C&#xE9;r&#xE9;monie
1618,Hal Hartley,Thomas Jay Ryan,"[Comedy, Drama]",7.3,137.0,James Urbaniak,Henry Fool
1619,Rajkumar Santoshi,Katrina Kaif,"[Comedy, Romance]",6.2,150.0,Ranbir Kapoor,Ajab Prem Ki Ghazab Kahani
1620,Ed Stone,Amanda Peet,"[Comedy, Drama, Romance]",7.1,102.0,Dermot Mulroney,Griffin &#x26; Phoenix
1621,Tony Gatlif,Romain Duris,"[Comedy, Drama, Music, Romance]",7.6,102.0,Rona Hartner,The Crazy Stranger
1622,Jirí Menzel,Ivan Barnev,"[Comedy, Drama, Romance, War]",7.4,113.0,Oldrich Kaiser,I Served the King of England
1623,Walt Becker,Jerry O'Connell,"[Comedy, Romance]",5.9,88.0,Bill Bellamy,Buying the Cow
1624,Tommy Lee Wallace,Jon Bon Jovi,"[Action, Horror, Thriller]",4.5,93.0,Cristián de la Fuente,Vampires: Los Muertos
1625,Edward Burns,Edward Burns,"[Comedy, Romance]",6.5,108.0,Heather Graham,Sidewalks of New York
1626,Eric Blakeney,Liam Neeson,"[Comedy, Crime, Romance]",5.7,101.0,Sandra Bullock,Gun Shy
1627,Maxim Korostyshevsky,Christian Slater,"[Action, Adventure]",4.3,94.0,Sean Bean,Soldiers of Fortune
1628,Wolfgang Petersen,Tom Berenger,"[Crime, Mystery, Thriller]",6.5,98.0,Bob Hoskins,Shattered
1629,Joe Chappelle,Skeet Ulrich,"[Crime, Drama, Thriller]",6.3,96.0,Russell Wong,Takedown
1630,Irwin Winkler,Robert De Niro,"[Drama, Thriller]",6.5,105.0,Annette Bening,Guilty by Suspicion
1631,Hyun-seung Lee,Jung-Jae Lee,"[Drama, Fantasy, Romance]",7.8,105.0,Gianna Jun,Il Mare
1632,James Toback,Robert Downey Jr.,"[Comedy, Drama]",5.6,84.0,Heather Graham,Two Girls and a Guy
1633,Ron Shelton,Tommy Lee Jones,"[Biography, Drama, Sport]",6.4,128.0,Robert Wuhl,Cobb
1634,Brian Pimental,Patrick Stewart,"[Animation, Drama, Family]",6.1,75.0,Alexander Gould,Bambi II
1635,Max Giwa,Dania Pasquini,"[Drama, Music, Romance]",5.6,85.0,Sofia Boutella,StreetDance 2
1636,José Luis Cuerda,Manuel Lozano,"[Drama, Music, War]",7.6,96.0,Fernando Fernán Gómez,Butterfly&#x27;s Tongue
1637,Rodrigo García,Glenn Close,"[Drama, Romance]",6.6,109.0,Cameron Diaz,Things You Can Tell Just by Looking at Her
1638,Shion Sono,Mitsuru Fukikoshi,"[Crime, Drama, Horror, Thriller]",7.1,146.0,Denden,Cold Fish
1639,Greg Berlanti,Timothy Olyphant,"[Comedy, Drama, Romance, Sport]",7.0,94.0,Dean Cain,The Broken Hearts Club: A Romantic Comedy
1640,Anurag Kashyap,Kay Kay Menon,"[Crime, Drama, Mystery, Thriller]",8.1,140.0,Raj Singh Chaudhary,Gulaal
1641,Rick Famuyiwa,Elayn J. Taylor,"[Comedy, Drama, Romance]",6.8,106.0,Omar Epps,The Wood
1642,Thomas Vinterberg,Gustav Fischer Kjærulff,[Drama],7.6,105.0,Sebastian Bull Sarning,Submarino
